aggregate,key,count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
layer_head,15/7,46,0.5431622756726068,0.04375205561518669,0.9994196891784668
layer_head,15/8,46,0.8966912037652471,0.39227598905563354,0.9932904243469238
layer_head,15/9,46,0.6094988399873609,0.17671844363212585,0.9304973483085632
layer_head,16/0,46,0.9979525182558142,0.9888429641723633,0.9997870326042175
layer_head,16/1,46,0.9932284277418385,0.9509000778198242,0.9994346499443054
layer_head,16/10,46,0.9559564473836318,0.7515532970428467,0.9958056807518005
layer_head,16/11,46,0.8486095062740471,0.09006702154874802,0.990616500377655
layer_head,16/12,46,0.913438729374953,0.05793077126145363,0.9997385144233704
layer_head,16/13,46,0.9977395003256591,0.9877137541770935,0.9998753666877747
layer_head,16/14,46,0.9423497954140538,0.6509031057357788,0.9995328187942505
layer_head,16/15,46,0.8923652120258497,0.4856681227684021,0.9988687038421631
layer_head,16/16,46,0.9045533116744913,0.4975528419017792,0.9966095089912415
layer_head,16/17,46,0.7602676464163739,0.1803937554359436,0.9983359575271606
layer_head,16/18,46,0.9194089031737783,0.6133190989494324,0.9957774877548218
layer_head,16/19,46,0.5339386132748231,0.02018468827009201,0.9618387222290039
layer_head,16/2,46,0.9983393718367037,0.9349158406257629,0.9999876022338867
layer_head,16/20,46,0.9759014482083528,0.6920111775398254,0.9992076754570007
layer_head,16/21,46,0.6406562456294246,0.008627014234662056,0.9838292002677917
layer_head,16/22,46,0.9734148797781571,0.7846274375915527,0.9995471239089966
layer_head,16/23,46,0.9944869914780492,0.9638159871101379,0.9997948408126831
layer_head,16/3,46,0.7614350457367002,0.0011390353320166469,0.9996545910835266
layer_head,16/4,46,0.8704119363556737,0.681029736995697,0.982511579990387
layer_head,16/5,46,0.9994896054267883,0.9937348365783691,0.9999532103538513
layer_head,16/6,46,0.9523896885954816,0.6067813634872437,0.9986435770988464
layer_head,16/7,46,0.940068412086238,0.7025370597839355,0.9964982867240906
layer_head,16/8,46,0.9069080624891364,0.6365824341773987,0.9962825775146484
layer_head,16/9,46,0.6365876630272554,0.0662660002708435,0.9297512173652649
layer_head,17/0,46,0.7862478261408599,0.4016586244106293,0.9955025315284729
layer_head,17/1,46,0.9739180855129076,0.8900294899940491,0.9990087747573853
layer_head,17/10,46,0.5493808275331622,0.07741337269544601,0.9744592308998108
layer_head,17/11,46,0.6160436389238938,0.05638071149587631,0.9990305304527283
layer_head,17/12,46,0.8651561102141505,0.5526508092880249,0.99693363904953
layer_head,17/13,46,0.9509142468804899,0.7191789150238037,0.9976772665977478
layer_head,17/14,46,0.9980441539183907,0.9907719492912292,0.9998308420181274
layer_head,17/15,46,0.7928201886622802,0.21587014198303223,0.9914736151695251
layer_head,17/16,46,0.9802587861600129,0.7494181394577026,0.9995952844619751
layer_head,17/17,46,0.7467078304161197,0.09197083115577698,0.9904206395149231
layer_head,17/18,46,0.9962831333927487,0.9734799265861511,0.9993932843208313
layer_head,17/19,46,0.9609982980334241,0.6373807787895203,0.9993219375610352
layer_head,17/2,46,0.5714957639979927,0.016429541632533073,0.991184413433075
layer_head,17/20,46,0.9962690446687781,0.9474728107452393,0.9997154474258423
layer_head,17/21,46,0.9942005911599034,0.9655017256736755,0.9993416666984558
layer_head,17/22,46,0.9542246720065242,0.5857925415039062,0.9978873133659363
layer_head,17/23,46,0.9669567152209904,0.7173672914505005,0.9974873661994934
layer_head,17/3,46,0.9914076924324036,0.9206652641296387,0.9996803402900696
layer_head,17/4,46,0.9876781287400619,0.7711764574050903,0.9998816251754761
